Time_hours,Power_kW
19.5,10
19.583333333333332,10
19.666666666666668,10
19.75,10
19.833333333333332,10
19.916666666666668,10
20.0,10
20.083333333333332,10
20.166666666666668,10
20.25,10
20.333333333333332,10
20.416666666666668,10
20.5,10
20.583333333333332,10
20.666666666666668,10
20.75,10
20.833333333333332,10
20.916666666666668,10
21.0,10
21.083333333333332,10
21.166666666666668,10
21.25,10
21.333333333333332,10
21.416666666666668,10
21.5,10
21.583333333333332,10
21.666666666666668,10
21.75,10
21.833333333333332,10
21.916666666666668,10
22.0,10
22.083333333333332,10
22.166666666666668,10
22.25,10
22.333333333333332,10
22.416666666666668,10
22.5,10
22.583333333333332,10
22.666666666666668,10
22.75,10
22.833333333333332,10
22.916666666666668,10
23.0,10
23.083333333333332,10
23.166666666666668,10
23.25,10
23.333333333333332,10
23.416666666666668,10
23.5,10
23.583333333333332,10
23.666666666666668,10
23.75,10
23.833333333333332,10
23.916666666666668,10
24.0,10
24.083333333333332,10
24.166666666666668,10
24.25,10
24.333333333333332,10
24.416666666666668,10
24.5,10
24.583333333333332,10
24.666666666666668,10
24.75,10
24.833333333333332,10
24.916666666666668,10
25.0,10
25.083333333333332,10
25.166666666666668,10
25.25,10
25.333333333333332,10
25.416666666666668,10
25.5,10
25.583333333333332,10
25.666666666666668,10
25.75,10
25.833333333333332,10
25.916666666666668,10
26.0,10
26.083333333333332,10
26.166666666666668,10
26.25,10
26.333333333333332,10
26.416666666666668,10
26.5,10
26.583333333333332,10
26.666666666666668,10
26.75,10
26.833333333333332,10
26.916666666666668,10
27.0,10
27.083333333333332,10
27.166666666666668,10
27.25,10
27.333333333333332,10
27.416666666666668,10
27.5,10
27.583333333333332,10
27.666666666666668,10
27.75,10
27.833333333333332,10
27.916666666666668,10
28.0,10
28.083333333333332,10
28.166666666666668,10
28.25,10
28.333333333333332,10
28.416666666666668,10
28.5,10
28.583333333333332,10
28.666666666666668,10
28.75,10
28.833333333333332,10
28.916666666666668,10
29.0,10
29.083333333333332,10
29.166666666666668,10
29.25,10
29.333333333333332,10
29.416666666666668,10
29.5,10
29.583333333333332,10
29.666666666666668,10
29.75,10
29.833333333333332,10
29.916666666666668,10
30.0,10
30.083333333333332,10
30.166666666666668,10
30.25,10
30.333333333333332,10
30.416666666666668,10
30.5,10
30.583333333333332,10
30.666666666666668,10
30.75,10
30.833333333333332,10
30.916666666666668,10
31.0,10
31.083333333333332,10
31.166666666666668,10
31.25,10
31.333333333333332,10
31.416666666666668,10
31.5,10
31.583333333333332,10
31.666666666666668,10
31.75,10
31.833333333333332,10
31.916666666666668,10
32.0,50
32.083333333333336,50
32.166666666666664,50
32.25,50
32.333333333333336,50
32.416666666666664,50
32.5,50
32.583333333333336,50
32.666666666666664,50
32.75,50
32.833333333333336,50
32.916666666666664,50
33.0,50
33.083333333333336,50
33.166666666666664,50
33.25,50
33.333333333333336,50
33.416666666666664,50
33.5,50
33.583333333333336,50
33.666666666666664,50
33.75,50
33.833333333333336,50
33.916666666666664,50
34.0,50
34.083333333333336,50
34.166666666666664,50
34.25,50
34.333333333333336,50
34.416666666666664,50
34.5,50
34.583333333333336,50
34.666666666666664,50
34.75,50
34.833333333333336,50
34.916666666666664,50
35.0,50
35.083333333333336,50
35.166666666666664,50
35.25,50
35.333333333333336,50
35.416666666666664,50
35.5,50
35.583333333333336,50
35.666666666666664,50
35.75,50
35.833333333333336,50
35.916666666666664,50
36.0,50
36.083333333333336,50
36.166666666666664,50
36.25,50
36.333333333333336,50
36.416666666666664,50
36.5,50
36.583333333333336,50
36.666666666666664,50
36.75,50
36.833333333333336,50
36.916666666666664,50
37.0,50
37.083333333333336,50
37.166666666666664,50
37.25,50
37.333333333333336,50
37.416666666666664,50
37.5,50
37.583333333333336,50
37.666666666666664,50
37.75,50
37.833333333333336,50
37.916666666666664,50
38.0,50
38.083333333333336,50
38.166666666666664,50
38.25,50
38.333333333333336,50
38.416666666666664,50
38.5,50
38.583333333333336,50
38.666666666666664,50
38.75,50
38.833333333333336,50
38.916666666666664,50
39.0,50
39.083333333333336,50
39.166666666666664,50
39.25,50
39.333333333333336,50
39.416666666666664,50
39.5,50
39.583333333333336,50
39.666666666666664,50
39.75,50
39.833333333333336,50
39.916666666666664,50
40.0,50
40.083333333333336,50
40.166666666666664,50
40.25,50
40.333333333333336,50
40.416666666666664,50
40.5,50
40.583333333333336,50
40.666666666666664,50
40.75,50
40.833333333333336,50
40.916666666666664,50
41.0,10
41.083333333333336,10
41.166666666666664,10
41.25,10
41.333333333333336,10
41.416666666666664,10
41.5,10
41.583333333333336,10
41.666666666666664,10
41.75,10
41.833333333333336,10
41.916666666666664,10
42.0,10
42.083333333333336,10
42.166666666666664,10
42.25,10
42.333333333333336,10
42.416666666666664,10
42.5,10
42.583333333333336,10
42.666666666666664,10
42.75,10
42.833333333333336,10
42.916666666666664,10
43.0,10
43.083333333333336,10
43.166666666666664,10
43.25,10
43.333333333333336,10
43.416666666666664,10
43.5,10
43.583333333333336,10
43.666666666666664,10
43.75,10
43.833333333333336,10
43.916666666666664,10
44.0,10
44.083333333333336,10
44.166666666666664,10
44.25,10
44.333333333333336,10
44.416666666666664,10
44.5,10
44.583333333333336,10
44.666666666666664,10
44.75,10
44.833333333333336,10
44.916666666666664,10
45.0,10
45.083333333333336,10
45.166666666666664,10
45.25,10
45.333333333333336,10
45.416666666666664,10
45.5,10
45.583333333333336,10
45.666666666666664,10
45.75,10
45.833333333333336,10
45.916666666666664,10
46.0,10
46.083333333333336,10
46.166666666666664,10
46.25,10
46.333333333333336,10
46.416666666666664,10
46.5,10
46.583333333333336,10
46.666666666666664,10
46.75,10
46.833333333333336,10
46.916666666666664,10
47.0,10
47.083333333333336,10
47.166666666666664,10
47.25,10
47.333333333333336,10
47.416666666666664,10
47.5,10
47.583333333333336,10
47.666666666666664,10
47.75,10
47.833333333333336,10
47.916666666666664,10
